x,y,Potential,Electrons,Holes
0.6236698879653136,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6236698879653136,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6484711046131797,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.672270251901536,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.6951078174812719,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7170226531385943,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.1,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.15000000000000002,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.2,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.25,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.3,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.35,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.39999999999999997,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.44999999999999996,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7380520408905702,0.5,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.0,-0.35764323589921576,9999.99999999,1.000000000001e+16
0.7582317564101431,0.05,-0.35764323589921576,9999.99999999,1.000000000001e+16
